Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
1024,25,0,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8274000287055969
1024,25,1,0.8,0,3,0.5,Validation,Accuracy,0.5814399719238281
1024,25,1,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7529600262641907
1024,25,1,0.8,0,3,0.5,Test,Accuracy,0.6420999765396118
1024,25,1,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8170999884605408
1024,25,0,0.8,0,3,0.75,Validation,Accuracy,0.5296000242233276
1024,25,0,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.7068799734115601
1024,25,0,0.8,0,3,0.75,Test,Accuracy,0.6155999898910522
1024,25,0,0.8,0,3,0.75,Test,Top 2 Accuracy,0.7960000038146973
1024,25,1,0.8,0,3,0.75,Validation,Accuracy,0.5576000213623047
1024,25,1,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.736240029335022
1024,25,1,0.8,0,3,0.75,Test,Accuracy,0.664900004863739
1024,25,1,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8288000226020813
1024,25,0,0.8,0,3,1.0,Validation,Accuracy,0.4568000137805938
1024,25,0,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.6403200030326843
1024,25,0,0.8,0,3,1.0,Test,Accuracy,0.5748999714851379
1024,25,0,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7548999786376953
1024,25,1,0.8,0,3,1.0,Validation,Accuracy,0.5040000081062317
1024,25,1,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.680079996585846
1024,25,1,0.8,0,3,1.0,Test,Accuracy,0.6535000205039978
1024,25,1,0.8,0,3,1.0,Test,Top 2 Accuracy,0.8222000002861023
1024,25,0,0.8,0,4,0.25,Validation,Accuracy,0.5967199802398682
1024,25,0,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7661600112915039
1024,25,0,0.8,0,4,0.25,Test,Accuracy,0.6517999768257141
1024,25,0,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8166000247001648
1024,25,1,0.8,0,4,0.25,Validation,Accuracy,0.5900800228118896
1024,25,1,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7630400061607361
1024,25,1,0.8,0,4,0.25,Test,Accuracy,0.6504999995231628
1024,25,1,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8159999847412109
1024,25,0,0.8,0,4,0.5,Validation,Accuracy,0.5368800163269043
1024,25,0,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7204800248146057
1024,25,0,0.8,0,4,0.5,Test,Accuracy,0.6218000054359436
1024,25,0,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8043000102043152
1024,25,1,0.8,0,4,0.5,Validation,Accuracy,0.5650399923324585
1024,25,1,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7378399968147278
1024,25,1,0.8,0,4,0.5,Test,Accuracy,0.651199996471405
1024,25,1,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8248000144958496
1024,25,0,0.8,0,4,0.75,Validation,Accuracy,0.4932799935340881
1024,25,0,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6770399808883667
1024,25,0,0.8,0,4,0.75,Test,Accuracy,0.589900016784668
1024,25,0,0.8,0,4,0.75,Test,Top 2 Accuracy,0.7754999995231628
1024,25,1,0.8,0,4,0.75,Validation,Accuracy,0.5212000012397766
1024,25,1,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6898400187492371
1024,25,1,0.8,0,4,0.75,Test,Accuracy,0.6428999900817871
1024,25,1,0.8,0,4,0.75,Test,Top 2 Accuracy,0.814300000667572
1024,25,0,0.8,0,4,1.0,Validation,Accuracy,0.4176799952983856
1024,25,0,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.6006399989128113
1024,25,0,0.8,0,4,1.0,Test,Accuracy,0.5443000197410583
1024,25,0,0.8,0,4,1.0,Test,Top 2 Accuracy,0.7462999820709229
1024,25,1,0.8,0,4,1.0,Validation,Accuracy,0.447519987821579
1024,25,1,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.624239981174469
1024,25,1,0.8,0,4,1.0,Test,Accuracy,0.6352999806404114
1024,25,1,0.8,0,4,1.0,Test,Top 2 Accuracy,0.8131999969482422
1024,25,0,0.8,0,0,0.0,Validation,Accuracy,0.6791200041770935
1024,25,0,0.8,0,0,0.0,Validation,Top 2 Accuracy,0.8439199924468994
1024,25,0,0.8,0,0,0.0,Test,Accuracy,0.6764000058174133
1024,25,0,0.8,0,0,0.0,Test,Top 2 Accuracy,0.8414000272750854
