Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
16,25,0,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8015000224113464
16,25,1,0.8,0,3,0.75,Validation,Accuracy,0.545199990272522
16,25,1,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.713919997215271
16,25,1,0.8,0,3,0.75,Test,Accuracy,0.6474999785423279
16,25,1,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8119000196456909
16,25,0,0.8,0,3,1.0,Validation,Accuracy,0.4823200106620788
16,25,0,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.669439971446991
16,25,0,0.8,0,3,1.0,Test,Accuracy,0.6003000140190125
16,25,0,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7827000021934509
16,25,1,0.8,0,3,1.0,Validation,Accuracy,0.4812000095844269
16,25,1,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.6588799953460693
16,25,1,0.8,0,3,1.0,Test,Accuracy,0.6241000294685364
16,25,1,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7991999983787537
16,25,0,0.8,0,4,0.25,Validation,Accuracy,0.5875999927520752
16,25,0,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7571200132369995
16,25,0,0.8,0,4,0.25,Test,Accuracy,0.6456000208854675
16,25,0,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8167999982833862
16,25,1,0.8,0,4,0.25,Validation,Accuracy,0.5567200183868408
16,25,1,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7413600087165833
16,25,1,0.8,0,4,0.25,Test,Accuracy,0.6118000149726868
16,25,1,0.8,0,4,0.25,Test,Top 2 Accuracy,0.7896000146865845
16,25,0,0.8,0,4,0.5,Validation,Accuracy,0.5485600233078003
16,25,0,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7269600033760071
16,25,0,0.8,0,4,0.5,Test,Accuracy,0.6324999928474426
16,25,0,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8076000213623047
16,25,1,0.8,0,4,0.5,Validation,Accuracy,0.553600013256073
16,25,1,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7248799800872803
16,25,1,0.8,0,4,0.5,Test,Accuracy,0.6459000110626221
16,25,1,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8195000290870667
16,25,0,0.8,0,4,0.75,Validation,Accuracy,0.5023199915885925
16,25,0,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6844800114631653
16,25,0,0.8,0,4,0.75,Test,Accuracy,0.6197999715805054
16,25,0,0.8,0,4,0.75,Test,Top 2 Accuracy,0.8004000186920166
16,25,1,0.8,0,4,0.75,Validation,Accuracy,0.5283200144767761
16,25,1,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.7030400037765503
16,25,1,0.8,0,4,0.75,Test,Accuracy,0.6571000218391418
16,25,1,0.8,0,4,0.75,Test,Top 2 Accuracy,0.8281999826431274
16,25,0,0.8,0,4,1.0,Validation,Accuracy,0.4183200001716614
16,25,0,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.6119199991226196
16,25,0,0.8,0,4,1.0,Test,Accuracy,0.5630000233650208
16,25,0,0.8,0,4,1.0,Test,Top 2 Accuracy,0.7573999762535095
16,25,1,0.8,0,4,1.0,Validation,Accuracy,0.4607200026512146
16,25,1,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.6303200125694275
16,25,1,0.8,0,4,1.0,Test,Accuracy,0.6532999873161316
16,25,1,0.8,0,4,1.0,Test,Top 2 Accuracy,0.8212000131607056
16,25,0,0.8,0,0,0.0,Validation,Accuracy,0.6836000084877014
16,25,0,0.8,0,0,0.0,Validation,Top 2 Accuracy,0.8356000185012817
16,25,0,0.8,0,0,0.0,Test,Accuracy,0.6761000156402588
16,25,0,0.8,0,0,0.0,Test,Top 2 Accuracy,0.8349999785423279
