Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
4,25,0,0.8,0,2,0.75,Test,Accuracy,0.6625000238418579
4,25,0,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8299999833106995
4,25,1,0.8,0,2,0.75,Validation,Accuracy,0.599120020866394
4,25,1,0.8,0,2,0.75,Validation,Top 2 Accuracy,0.7672799825668335
4,25,1,0.8,0,2,0.75,Test,Accuracy,0.6790000200271606
4,25,1,0.8,0,2,0.75,Test,Top 2 Accuracy,0.8366000056266785
4,25,0,0.8,0,2,1.0,Validation,Accuracy,0.5481600165367126
4,25,0,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7287200093269348
4,25,0,0.8,0,2,1.0,Test,Accuracy,0.6407999992370605
4,25,0,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8194000124931335
4,25,1,0.8,0,2,1.0,Validation,Accuracy,0.5600799918174744
4,25,1,0.8,0,2,1.0,Validation,Top 2 Accuracy,0.7274399995803833
4,25,1,0.8,0,2,1.0,Test,Accuracy,0.6504999995231628
4,25,1,0.8,0,2,1.0,Test,Top 2 Accuracy,0.8219000101089478
4,25,0,0.8,0,3,0.25,Validation,Accuracy,0.6256800293922424
4,25,0,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.792639970779419
4,25,0,0.8,0,3,0.25,Test,Accuracy,0.6632999777793884
4,25,0,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8338000178337097
4,25,1,0.8,0,3,0.25,Validation,Accuracy,0.6148800253868103
4,25,1,0.8,0,3,0.25,Validation,Top 2 Accuracy,0.7892799973487854
4,25,1,0.8,0,3,0.25,Test,Accuracy,0.6477000117301941
4,25,1,0.8,0,3,0.25,Test,Top 2 Accuracy,0.8215000033378601
4,25,0,0.8,0,3,0.5,Validation,Accuracy,0.5660799741744995
4,25,0,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7437599897384644
4,25,0,0.8,0,3,0.5,Test,Accuracy,0.6328999996185303
4,25,0,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8119999766349792
4,25,1,0.8,0,3,0.5,Validation,Accuracy,0.5683199763298035
4,25,1,0.8,0,3,0.5,Validation,Top 2 Accuracy,0.7421600222587585
4,25,1,0.8,0,3,0.5,Test,Accuracy,0.6424000263214111
4,25,1,0.8,0,3,0.5,Test,Top 2 Accuracy,0.8180000185966492
4,25,0,0.8,0,3,0.75,Validation,Accuracy,0.5315200090408325
4,25,0,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.7177600264549255
4,25,0,0.8,0,3,0.75,Test,Accuracy,0.6248999834060669
4,25,0,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8048999905586243
4,25,1,0.8,0,3,0.75,Validation,Accuracy,0.542639970779419
4,25,1,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.7170400023460388
4,25,1,0.8,0,3,0.75,Test,Accuracy,0.6437000036239624
4,25,1,0.8,0,3,0.75,Test,Top 2 Accuracy,0.819100022315979
4,25,0,0.8,0,3,1.0,Validation,Accuracy,0.4540799856185913
4,25,0,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.6400799751281738
4,25,0,0.8,0,3,1.0,Test,Accuracy,0.5648999810218811
4,25,0,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7595000267028809
4,25,1,0.8,0,3,1.0,Validation,Accuracy,0.4986400008201599
4,25,1,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.675279974937439
4,25,1,0.8,0,3,1.0,Test,Accuracy,0.6484000086784363
4,25,1,0.8,0,3,1.0,Test,Top 2 Accuracy,0.8166000247001648
4,25,0,0.8,0,4,0.25,Validation,Accuracy,0.5988799929618835
4,25,0,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7743200063705444
4,25,0,0.8,0,4,0.25,Test,Accuracy,0.652899980545044
4,25,0,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8172000050544739
4,25,1,0.8,0,4,0.25,Validation,Accuracy,0.5947999954223633
4,25,1,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7725600004196167
4,25,1,0.8,0,4,0.25,Test,Accuracy,0.6499000191688538
4,25,1,0.8,0,4,0.25,Test,Top 2 Accuracy,0.822700023651123
4,25,0,0.8,0,4,0.5,Validation,Accuracy,0.5623199939727783
4,25,0,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7364000082015991
4,25,0,0.8,0,4,0.5,Test,Accuracy,0.6485000252723694
4,25,0,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8169999718666077
4,25,1,0.8,0,4,0.5,Validation,Accuracy,0.5485600233078003
4,25,1,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7188000082969666
4,25,1,0.8,0,4,0.5,Test,Accuracy,0.6316999793052673
4,25,1,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8026000261306763
4,25,0,0.8,0,4,0.75,Validation,Accuracy,0.4975199997425079
4,25,0,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6804800033569336
4,25,0,0.8,0,4,0.75,Test,Accuracy,0.6139000058174133
4,25,0,0.8,0,4,0.75,Test,Top 2 Accuracy,0.794700026512146
4,25,1,0.8,0,4,0.75,Validation,Accuracy,0.4909600019454956
4,25,1,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6718400120735168
4,25,1,0.8,0,4,0.75,Test,Accuracy,0.6032999753952026
4,25,1,0.8,0,4,0.75,Test,Top 2 Accuracy,0.7810999751091003
4,25,0,0.8,0,4,1.0,Validation,Accuracy,0.420960009098053
4,25,0,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.616159975528717
4,25,0,0.8,0,4,1.0,Test,Accuracy,0.5827000141143799
4,25,0,0.8,0,4,1.0,Test,Top 2 Accuracy,0.7766000032424927
4,25,1,0.8,0,4,1.0,Validation,Accuracy,0.4596799910068512
4,25,1,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.6342399716377258
4,25,1,0.8,0,4,1.0,Test,Accuracy,0.6484000086784363
4,25,1,0.8,0,4,1.0,Test,Top 2 Accuracy,0.8264999985694885
4,25,0,0.8,0,0,0.0,Validation,Accuracy,0.6892799735069275
4,25,0,0.8,0,0,0.0,Validation,Top 2 Accuracy,0.8467199802398682
4,25,0,0.8,0,0,0.0,Test,Accuracy,0.6890000104904175
4,25,0,0.8,0,0,0.0,Test,Top 2 Accuracy,0.849399983882904
