Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Noise Level,Context,Metric,Value
512,25,0,0.8,0,3,0.75,Validation,Accuracy,0.5241600275039673
512,25,0,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.7088000178337097
512,25,0,0.8,0,3,0.75,Test,Accuracy,0.629800021648407
512,25,0,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8004999756813049
512,25,1,0.8,0,3,0.75,Validation,Accuracy,0.5552800297737122
512,25,1,0.8,0,3,0.75,Validation,Top 2 Accuracy,0.729200005531311
512,25,1,0.8,0,3,0.75,Test,Accuracy,0.6625999808311462
512,25,1,0.8,0,3,0.75,Test,Top 2 Accuracy,0.8345000147819519
512,25,0,0.8,0,3,1.0,Validation,Accuracy,0.4564000070095062
512,25,0,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.6488000154495239
512,25,0,0.8,0,3,1.0,Test,Accuracy,0.5609999895095825
512,25,0,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7573000192642212
512,25,1,0.8,0,3,1.0,Validation,Accuracy,0.4988000094890594
512,25,1,0.8,0,3,1.0,Validation,Top 2 Accuracy,0.6643199920654297
512,25,1,0.8,0,3,1.0,Test,Accuracy,0.632099986076355
512,25,1,0.8,0,3,1.0,Test,Top 2 Accuracy,0.7986000180244446
512,25,0,0.8,0,4,0.25,Validation,Accuracy,0.5930399894714355
512,25,0,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7595199942588806
512,25,0,0.8,0,4,0.25,Test,Accuracy,0.6499999761581421
512,25,0,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8169999718666077
512,25,1,0.8,0,4,0.25,Validation,Accuracy,0.5799199938774109
512,25,1,0.8,0,4,0.25,Validation,Top 2 Accuracy,0.7561600208282471
512,25,1,0.8,0,4,0.25,Test,Accuracy,0.6499000191688538
512,25,1,0.8,0,4,0.25,Test,Top 2 Accuracy,0.8235999941825867
512,25,0,0.8,0,4,0.5,Validation,Accuracy,0.5418400168418884
512,25,0,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7215999960899353
512,25,0,0.8,0,4,0.5,Test,Accuracy,0.623199999332428
512,25,0,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8054999709129333
512,25,1,0.8,0,4,0.5,Validation,Accuracy,0.5500800013542175
512,25,1,0.8,0,4,0.5,Validation,Top 2 Accuracy,0.7256799936294556
512,25,1,0.8,0,4,0.5,Test,Accuracy,0.6360999941825867
512,25,1,0.8,0,4,0.5,Test,Top 2 Accuracy,0.8181999921798706
512,25,0,0.8,0,4,0.75,Validation,Accuracy,0.4972000122070312
512,25,0,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.676639974117279
512,25,0,0.8,0,4,0.75,Test,Accuracy,0.6029999852180481
512,25,0,0.8,0,4,0.75,Test,Top 2 Accuracy,0.7896000146865845
512,25,1,0.8,0,4,0.75,Validation,Accuracy,0.5080000162124634
512,25,1,0.8,0,4,0.75,Validation,Top 2 Accuracy,0.6763200163841248
512,25,1,0.8,0,4,0.75,Test,Accuracy,0.638700008392334
512,25,1,0.8,0,4,0.75,Test,Top 2 Accuracy,0.8090999722480774
512,25,0,0.8,0,4,1.0,Validation,Accuracy,0.4188799858093261
512,25,0,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.6001600027084351
512,25,0,0.8,0,4,1.0,Test,Accuracy,0.5580999851226807
512,25,0,0.8,0,4,1.0,Test,Top 2 Accuracy,0.7540000081062317
512,25,1,0.8,0,4,1.0,Validation,Accuracy,0.4616000056266784
512,25,1,0.8,0,4,1.0,Validation,Top 2 Accuracy,0.635200023651123
512,25,1,0.8,0,4,1.0,Test,Accuracy,0.6481999754905701
512,25,1,0.8,0,4,1.0,Test,Top 2 Accuracy,0.8217999935150146
512,25,0,0.8,0,0,0.0,Validation,Accuracy,0.665440022945404
512,25,0,0.8,0,0,0.0,Validation,Top 2 Accuracy,0.8332800269126892
512,25,0,0.8,0,0,0.0,Test,Accuracy,0.6704999804496765
512,25,0,0.8,0,0,0.0,Test,Top 2 Accuracy,0.833899974822998
