Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
top_2_accuracy_source_1_corrupt_False_level_0,0.821180582,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.6953125,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.845312476,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.600781262,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.755468726,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.630468726,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.77734375,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.60546875,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.745312512,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.68359375,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.834375024,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.68359375,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.837499976,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.6796875,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.822656274,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_True_level_10,0.603124976,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_True_level_10,0.764062524,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.653675556,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.80315274,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.678200006,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.838999987,c_lbf,32,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.646103919,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.806006491,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_False_level_0,0.664930582,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_False_level_0,0.826388896,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.682812512,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.835156262,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.603124976,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.76171875,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.609375,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.76953125,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.582812488,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.739062488,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.66796875,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.824999988,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.661718726,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.824999988,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.6640625,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.838281274,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_True_level_10,0.603124976,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_True_level_10,0.754687488,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.638307989,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.797766149,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.657999992,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.826200008,c_lbf,32,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.650974035,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.807629883,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_False_level_0,0.655381918,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_False_level_0,0.805555582,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.65625,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.833593726,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.494531244,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.631250024,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.540624976,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.676562488,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.497656256,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.64453125,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.65625,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.825781226,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.66796875,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.8203125,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.659375012,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.821093738,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_True_level_25,0.494531244,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_True_level_25,0.640625,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.596562088,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.749920785,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.654100001,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.815100014,c_lbf,32,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.633116901,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.79788959,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_False_level_0,0.653645813,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_False_level_0,0.809895813,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.665624976,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.833593726,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.505468726,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.653124988,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.52734375,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.66796875,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.5078125,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.649218738,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.659375012,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.831250012,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.664843738,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.836718738,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.661718726,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.810156226,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_True_level_25,0.50390625,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_True_level_25,0.64453125,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.597591877,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.752693295,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.65109998,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.818799973,c_lbf,32,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.621753275,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.784902573,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_False_level_0,0.6328125,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_False_level_0,0.803819418,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.664843738,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.817968726,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.491406262,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.64453125,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.513281226,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.659375012,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.482031256,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.640625,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.653124988,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.8203125,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.65625,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.821874976,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.653906226,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.796875,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_True_level_25,0.489062488,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_True_level_25,0.626562476,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.585234463,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.740890384,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.638899982,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.817799985,c_lbf,32,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.655032456,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.820616901,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_False_level_0,0.669270813,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_False_level_0,0.8046875,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.672656238,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.83203125,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.589062512,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.752343774,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.607031226,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.77734375,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.56640625,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.739843726,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.670312524,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.824999988,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.66015625,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.825781226,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.666406274,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.828906238,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_True_level_10,0.6015625,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_True_level_10,0.75,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.635377049,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.795468926,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.652199984,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.826600015,c_lbf,32,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.686688304,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.836850643,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_False_level_0,0.684895813,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_False_level_0,0.826388896,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.709375024,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.845312476,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.606249988,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.760937512,c_lbf,32,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
