Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
top_2_accuracy_source_2_corrupt_False_level_0,0.80078125,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.608593762,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.809374988,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.485156238,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.632031262,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.625,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.817187488,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.629687488,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.823437512,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.497656256,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.649218738,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.481249988,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.64453125,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.657812476,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.826562524,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.578025997,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.748890996,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.627699971,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.800300002,c_lbf,16,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.631493509,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.815746725,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.5078125,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.669270813,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.649999976,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.823437512,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.607812524,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.8046875,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.487500012,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.642968774,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.638281226,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.810156226,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.65234375,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.842187524,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.500781238,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.669531226,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.493750006,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.655468762,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.660937488,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.823437512,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.583650172,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.756337106,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.638999999,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.814400017,c_lbf,16,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.642045438,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.827922106,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.522569418,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.658854187,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.63671875,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.8125,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.621874988,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.807031274,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.501562476,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.657031238,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.653906226,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.817187488,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.661718726,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.838281274,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.501562476,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.667187512,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.50390625,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.6640625,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.678125024,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.828906238,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.592918277,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.758634329,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.645299971,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.817799985,c_lbf,16,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.655844152,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.817370117,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.606770813,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.767361104,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.690625012,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.826562524,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.611718774,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.796093762,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.596875012,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.759374976,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.649999976,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.828906238,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.672656238,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.821874976,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_True_level_10,0.600781262,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_True_level_10,0.774999976,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.603906274,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.750781238,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.663281262,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.818750024,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.635456264,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.796419501,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.654299974,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.824199975,c_lbf,16,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.663961053,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.83116883,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.633680582,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.774305582,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.688281238,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.83203125,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.641406238,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.824999988,c_lbf,16,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
