Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
accuracy_source_2_corrupt_True_level_25,0.481249988,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_True_level_25,0.641406238,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.631250024,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.801562488,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_False_level_0,0.654687524,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_False_level_0,0.8125,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.632031262,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.7890625,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_True_level_25,0.46875,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_True_level_25,0.622656226,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.505468726,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.666406274,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.629687488,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.796875,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_True_level_25,0.492968738,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_True_level_25,0.671093762,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.573827624,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.740177453,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.625999987,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.805100024,c_lbf,4,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.649350643,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_False_level_0,0.825487018,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_False_level_0,0.629340291,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_False_level_0,0.789930582,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_True_level_25,0.504687488,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_True_level_25,0.653124988,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.657812476,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.810937524,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_False_level_0,0.650781274,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_False_level_0,0.824999988,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.642187476,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.801562488,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_True_level_25,0.493750006,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_True_level_25,0.634374976,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_True_level_25,0.52734375,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_True_level_25,0.678125024,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.6328125,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.803125024,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_True_level_25,0.506250024,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_True_level_25,0.667187512,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.588799119,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.748178065,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.643700004,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.819400012,c_lbf,4,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_False_level_0,0.672077894,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.835227251,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_False_level_0,0.657986104,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_False_level_0,0.830729187,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_True_level_10,0.61328125,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_True_level_10,0.7734375,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.6640625,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.833593726,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_False_level_0,0.674218774,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_False_level_0,0.839062512,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.647656262,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.817187488,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_True_level_10,0.590624988,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_True_level_10,0.749218762,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_True_level_10,0.596093774,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_True_level_10,0.766406238,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.654687524,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.826562524,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_True_level_10,0.625781238,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_True_level_10,0.774218738,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.639337778,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.804182529,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.663900018,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.836300015,c_lbf,4,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_False_level_0,0.617694795,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_False_level_0,0.789772749,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_False_level_0,0.625,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_False_level_0,0.7890625,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_True_level_10,0.579687476,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_True_level_10,0.732812524,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.611718774,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.789843738,c_lbf,4,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
