Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
accuracy_source_5_corrupt_False_level_0,0.621874988,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.798437476,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.596093774,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.7890625,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.614843726,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.802343726,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.5078125,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.649999976,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.633593738,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.822656274,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.571926475,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.744613409,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.611800015,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.796500027,c_lbf,8,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.613636374,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.77922076,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.635416687,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.768229187,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.67578125,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.830468774,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.628125012,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.785937488,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_False_level_0,0.680468738,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_False_level_0,0.840624988,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.684374988,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.850781262,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.642968774,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.8203125,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.672656238,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.841406226,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.621874988,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.765625,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.685156226,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.844531238,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.654388487,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.813292146,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.67110002,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.834500015,c_lbf,8,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_25,0.491071433,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.65422076,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.503472209,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.662326396,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.643750012,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.801562488,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.51171875,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.673437476,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_False_level_0,0.657031238,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_False_level_0,0.8203125,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.62890625,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.798437476,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.609375,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.778906226,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.629687488,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.8046875,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.495312512,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.64453125,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.640625,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.821093738,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.582224309,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.747148275,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.631399989,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.803900003,c_lbf,8,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.584415555,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.741883099,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.598958313,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.746527791,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.624218762,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.81640625,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.587499976,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.751562476,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_False_level_0,0.627343774,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_False_level_0,0.79296875,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.637499988,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.796875,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.610937476,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.79296875,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.622656226,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.829687476,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.596875012,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.751562476,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.639843762,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.81640625,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.613276303,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.784220517,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.62349999,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.803799987,c_lbf,8,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_25,0.463474035,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.629058421,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.510416687,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.659722209,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.610156238,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.790624976,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.501562476,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.659375012,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_False_level_0,0.619531274,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_False_level_0,0.800000012,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.632031262,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.794531226,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.589062512,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.772656262,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.622656226,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.805468738,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.474999994,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.634374976,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.632031262,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.813281238,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.566539943,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.737088084,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.614199996,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.790899992,c_lbf,8,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.474837661,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.649350643,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.486979157,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.642361104,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.582812488,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.771875024,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_True_level_25,0.454687506,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_True_level_25,0.649999976,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_False_level_0,0.584375024,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_False_level_0,0.78125,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_False_level_0,0.622656226,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_False_level_0,0.788281262,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.578125,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.763281226,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.594531238,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.795312524,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_True_level_25,0.455468744,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_True_level_25,0.625,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.617968738,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.802343726,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.546102643,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.728057683,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.58890003,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.775699973,c_lbf,8,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.618506491,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.781655848,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.628472209,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.767361104,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.676562488,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.83984375,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.630468726,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_True_level_10,0.790624976,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_False_level_0,0.696093738,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_False_level_0,0.842187524,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_False_level_0,0.69140625,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_False_level_0,0.84375,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.653124988,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.8203125,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.6796875,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.8515625,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_True_level_10,0.632031262,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_True_level_10,0.782812476,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.67578125,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.857812524,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.658666015,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.818441093,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.672999978,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.83829999,c_lbf,8,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_10,0.57711041,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.742694795,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.585069418,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.7421875,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.646875024,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.818750024,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_True_level_10,0.582812488,c_lbf,8,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
