Metric,Value,Corruption Type,Seed,LAP N,Depression Strength,Strictness,Hold Off,Number of Corrupted Sources,Corruption level
test_accuracy,0.640799999,c_lbf,2,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.808899999,c_lbf,2,1,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.522727251,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.669642866,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.513888896,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.653645813,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.632031262,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.819531262,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.629687488,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.817968726,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.49609375,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.643750012,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.497656256,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.638281226,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.625,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.803906262,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.635156274,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.814843774,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.625781238,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.803906262,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.610156238,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.796875,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.579689503,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.747465134,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.631900012,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.804199994,c_lbf,2,25,1,0.2,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.519480526,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.661525965,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.515625,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.655381918,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.6328125,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.810156226,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.642187476,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.817968726,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.499218762,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.634374976,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.507031262,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.646875024,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.634374976,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.811718762,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.65625,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.815625012,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.63671875,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.814843774,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.635937512,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.802343726,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.588957548,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.748336494,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.640600026,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.815199971,c_lbf,2,25,0.1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.636363626,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.785714269,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.616319418,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.769097209,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.663281262,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.821874976,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.673437476,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.830468774,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.610937476,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.760937512,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.616406262,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.765625,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.669531226,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.818750024,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.666406274,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.83203125,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.66796875,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.823437512,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.657031238,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.813281238,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.648130536,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.802519023,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.676699996,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.836600006,c_lbf,2,25,0.1,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_10,0.586850643,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.752435088,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.565104187,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.729166687,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.629687488,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.8046875,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.621874988,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.803125024,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.560156226,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.717187524,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.55859375,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.728906274,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.616406262,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.782812476,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.611718774,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.790624976,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.604687512,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.792187512,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.604687512,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.780468762,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.596324444,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.768615365,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.622399986,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.792299986,c_lbf,2,25,1,0.2,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_25,0.512175322,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.65827924,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.488715291,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.653645813,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.646093726,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.80859375,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.607031226,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.795312524,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.477343738,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.639062524,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.489062488,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.639843762,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.60546875,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.795312524,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.628125012,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.786718726,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.62109375,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.803906262,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.59765625,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.78515625,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.568282664,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.737721801,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.620000005,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.797100008,c_lbf,2,5,1,0.8,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_25,0.542207778,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_0_corrupt_True_level_25,0.66883117,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_1_corrupt_True_level_25,0.517361104,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_1_corrupt_True_level_25,0.663194418,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_2_corrupt_False_level_0,0.635937512,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_2_corrupt_False_level_0,0.814062476,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_3_corrupt_False_level_0,0.650781274,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_3_corrupt_False_level_0,0.821093738,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_4_corrupt_True_level_25,0.502343774,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_4_corrupt_True_level_25,0.655468762,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_5_corrupt_True_level_25,0.504687488,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_5_corrupt_True_level_25,0.649218738,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_6_corrupt_False_level_0,0.626562476,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_6_corrupt_False_level_0,0.80859375,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_7_corrupt_False_level_0,0.654687524,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_7_corrupt_False_level_0,0.806249976,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_8_corrupt_False_level_0,0.629687488,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_8_corrupt_False_level_0,0.806249976,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_9_corrupt_False_level_0,0.635937512,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy_source_9_corrupt_False_level_0,0.807812512,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy,0.590937912,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
top_2_accuracy,0.751267433,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_accuracy,0.639299989,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
test_top_2_accuracy,0.813000023,c_lbf,2,25,1,0.4,0,4,"[0.25, 0.25, 0.25, 0.25]"
accuracy_source_0_corrupt_True_level_10,0.652597427,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.780032456,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.625868082,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.775173604,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.653124988,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.850000024,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.682812512,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_3_corrupt_False_level_0,0.842968762,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_4_corrupt_True_level_10,0.619531274,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_4_corrupt_True_level_10,0.765625,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_5_corrupt_True_level_10,0.610937476,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_5_corrupt_True_level_10,0.763281226,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_6_corrupt_False_level_0,0.669531226,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_6_corrupt_False_level_0,0.828125,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_7_corrupt_False_level_0,0.678906262,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_7_corrupt_False_level_0,0.83203125,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_8_corrupt_False_level_0,0.663281262,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_8_corrupt_False_level_0,0.848437488,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_9_corrupt_False_level_0,0.663281262,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_9_corrupt_False_level_0,0.834375024,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy,0.652249694,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy,0.8125,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_accuracy,0.679799974,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
test_top_2_accuracy,0.836899996,c_lbf,2,25,0.25,0.8,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_0_corrupt_True_level_10,0.60633117,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_0_corrupt_True_level_10,0.762987018,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_1_corrupt_True_level_10,0.603298604,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_1_corrupt_True_level_10,0.756076396,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_2_corrupt_False_level_0,0.631250024,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
top_2_accuracy_source_2_corrupt_False_level_0,0.82421875,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
accuracy_source_3_corrupt_False_level_0,0.640625,c_lbf,2,25,1,0.4,0,4,"[0.1, 0.1, 0.1, 0.1]"
